/m/0663v: 
id: 9459150, sub: pizza, src: pizza protect against cancer
id: 4958626, sub: fort myer, src: fort myer open in march
id: 4958669, sub: fort myer, src: fort myer be the center of popular tourist destination
id: 4958628, sub: fort myer, src: fort myer be in gulf mexico
id: 8363109, sub: myer, src: myer be divide by caloosahatchee river
id: 4958616, sub: fort myer, src: fort myer be a good base for short visit
id: 8363340, sub: myer, src: myer be the home of thomas edison
id: 4958668, sub: fort myer, src: fort myer have the youngest population in lee county
id: 4958639, sub: fort myer, src: fort myer gain the attention of thomas edison
id: 4958671, sub: fort myer, src: fort myer be locate in southwest florida
id: 4958645, sub: fort myer, src: fort myer be the commercial center of lee county
id: 4958627, sub: fort myer, src: fort myer be the county seat of lee county
id: 4958619, sub: fort myer, src: fort myer be locate in southwest florida
id: 4958637, sub: fort myer, src: fort myer be locate in southwestern florida
id: 4958609, sub: fort myer, src: fort myer be situate on caloosahatchee river
id: 4958630, sub: fort myer, src: fort myer be a popular destination in florida
id: 4958675, sub: fort myer, src: fort myer be a charming town in southwest florida
id: 4958656, sub: fort myer, src: fort myer be part of fort myer cape coral
id: 4958664, sub: fort myer, src: fort myer be locate on caloosahatchee river
id: 4958657, sub: fort myer, src: fort myer be an area of natural beauty
id: 4958611, sub: fort myer, src: fort myer be the spring training home of boston red sox
id: 8363343, sub: myer, src: myer run caloosahatchee river
id: 4958640, sub: fort myer, src: fort myer will have team
id: 4958613, sub: fort myer, src: fort myer Is Home To spring
id: 4958650, sub: fort myer, src: fort myer be the city of palm tree
id: 4958646, sub: fort myer, src: fort myer be south of tampa
id: 4958665, sub: fort myer, src: fort myer be home to edison mall
/m/02fkyc: 
id: 8363055, sub: myer, src: myer be like time warp
id: 8363062, sub: myer, src: myer will be in pre school
id: 8363057, sub: myer, src: myer advance to second
id: 8363069, sub: myer, src: myer have a long history of artistic collaboration
id: 8363045, sub: myer, src: myer return to buffalo
id: 8363096, sub: myer, src: myer advance to third
id: 8363048, sub: myer, src: myer have root in buffalo area
id: 8363064, sub: myer, src: myer fly out to lf
id: 8363058, sub: myer, src: myer may not have be jewish
id: 8363078, sub: myer, src: myer have a large range of shoe
id: 8363070, sub: myer, src: myer announce the opening of new store
id: 8363053, sub: myer, src: myer go on to become all star
id: 8363049, sub: myer, src: myer pop up to run
id: 8363056, sub: myer, src: myer hit by pitch
id: 8363050, sub: myer, src: myer be a graduate of fairmont state college
/m/073w3m: 
id: 8363111, sub: myer, src: myer spend two year at university missouri
id: 8363353, sub: myer, src: myer tell afp
id: 8363174, sub: myer, src: myer be not bad option
id: 8363541, sub: myer, src: myer tell signal
id: 8363595, sub: myer, src: myer currently reside in playa del rey
id: 8363448, sub: myer, src: myer be serve as legal counsel
id: 8363624, sub: myer, src: myer tell time
id: 8363158, sub: myer, src: myer say on week
id: 8363472, sub: myer, src: myer say in interview
id: 8363336, sub: myer, src: myer do make for better journalism
id: 8363145, sub: myer, src: myer might be better approach
id: 2933465, sub: chris myer, src: chris myer be stuff suit
id: 8363492, sub: myer, src: myer be lower than in miami
id: 8363407, sub: myer, src: myer say in april
id: 2933464, sub: chris myer, src: chris myer train for size strength
id: 8363202, sub: myer, src: myer be hire in april
id: 8363635, sub: myer, src: myer have never be judge
id: 8363599, sub: myer, src: myer be approve in december
id: 2933466, sub: chris myer, src: chris myer belong to category
id: 8363094, sub: myer, src: myer tell versaille republican
id: 8363377, sub: myer, src: myer tell new york time
id: 8363341, sub: myer, src: myer also turn up on stage
id: 8363618, sub: myer, src: myer work for espn
id: 8363463, sub: myer, src: myer have be spend with knight
id: 8363386, sub: myer, src: myer tell usa today
id: 8363491, sub: myer, src: myer keep call heidelberg
id: 8363610, sub: myer, src: myer say in april
id: 8363520, sub: myer, src: myer live in chandler
id: 8363420, sub: myer, src: myer say in telephone interview
id: 8363640, sub: myer, src: myer tell post
id: 8363384, sub: myer, src: myer tell washington post
id: 8363197, sub: myer, src: myer be damage by hurricane
id: 8363397, sub: myer, src: myer told The AP in statement
id: 8363112, sub: myer, src: myer currently serve as president emeritus
id: 8363424, sub: myer, src: myer finish in place
id: 2933463, sub: chris myer, src: chris myer will be solid addition
id: 8363457, sub: myer, src: myer be held in april
id: 8363120, sub: myer, src: myer be duly elect society first president
id: 8363606, sub: myer, src: myer have be the head of ice
id: 8363569, sub: myer, src: myer tell fox news channel
/m/0p__8: 
id: 8038071, sub: mike myer, src: mike myer costar as michael meyer
id: 8038074, sub: mike myer, src: mike myer be a huge fan of peter sellers
id: 8038038, sub: mike myer, src: mike myer be born in canada
id: 8038088, sub: mike myer, src: mike myer have a sense of well be
id: 8038046, sub: mike myer, src: mike myer return as austin
id: 8038062, sub: mike myer, src: mike myer be unquestionably comic genius
id: 8038077, sub: mike myer, src: mike myer have a lot of fan
id: 8038075, sub: mike myer, src: mike myer be the voice of shrek
id: 8038054, sub: mike myer, src: mike myer pop up as love guru
id: 8038051, sub: mike myer, src: mike myer talk about shrek
id: 8038076, sub: mike myer, src: mike myer will again serve as host
id: 8038086, sub: mike myer, src: mike myer really have a thing for deepak chopra
id: 8038068, sub: mike myer, src: mike myer be out of control
id: 8038061, sub: mike myer, src: mike myer go back in time
id: 8038078, sub: mike myer, src: mike myer be fabulous as power
id: 8038048, sub: mike myer, src: mike myer be good as shrek
id: 8363556, sub: myer, src: myer introduce the world to austin power
id: 8038043, sub: mike myer, src: mike myer play the role of cat
id: 8038040, sub: mike myer, src: mike myer play the title character in love guru
id: 8038037, sub: mike myer, src: mike myer be a big name in hollywood
id: 8038035, sub: mike myer, src: mike myer be still shrek
id: 8363230, sub: myer, src: myer move to austin
id: 8038072, sub: mike myer, src: mike myer have not be funny in year
id: 8038080, sub: mike myer, src: mike myer be the epitome of unfunny
id: 8038056, sub: mike myer, src: mike myer should have stick with coffee talk
id: 8363239, sub: myer, src: myer be of english
id: 8038089, sub: mike myer, src: mike myer return as austin power
id: 8038091, sub: mike myer, src: mike myer be a dead ringer for rubell
id: 8038081, sub: mike myer, src: mike myer star in saturday night
id: 8363168, sub: myer, src: myer also play the role of dr evil
id: 8038085, sub: mike myer, src: mike myer star in love guru
id: 8038069, sub: mike myer, src: mike myer could still be dr
id: 8363527, sub: myer, src: myer be the king of character creation
id: 8038052, sub: mike myer, src: mike myer have be release by dodger
id: 8038039, sub: mike myer, src: mike myer also play dr evil
id: 8038044, sub: mike myer, src: mike myer pop up jay gibbon
id: 8038059, sub: mike myer, src: mike myer have just become very lucky man
id: 8038057, sub: mike myer, src: mike myer sometime credit as dr evil
id: 8038042, sub: mike myer, src: mike myer be only in vegas
id: 8038049, sub: mike myer, src: mike myer be on leno
id: 8038063, sub: mike myer, src: mike myer be excellent as shrek
id: 8038090, sub: mike myer, src: mike myer follow the footstep of aykroyd
id: 8038070, sub: mike myer, src: mike myer read from teleprompter
id: 8363139, sub: myer, src: myer note in news release
id: 8038034, sub: mike myer, src: mike myer be designate for assignment today
id: 8038065, sub: mike myer, src: mike myer star as campbell
id: 8038066, sub: mike myer, src: mike myer lampoon indian
/m/03zj8n: 
id: 7993772, sub: michael myer, src: michael myer return to haddonfield
id: 7993790, sub: michael myer, src: michael myer get his ass kick by busta rhyme
id: 7993770, sub: michael myer, src: michael myer be from normal family
id: 7993783, sub: michael myer, src: michael myer appear on tv screen
id: 7993789, sub: michael myer, src: michael myer be out for new blood
id: 7993781, sub: michael myer, src: michael myer be in halloween
id: 7993799, sub: michael myer, src: michael myer should present next year
id: 7993768, sub: michael myer, src: michael myer be be transport to new hospital
id: 7993794, sub: michael myer, src: michael myer come to haddonfield
id: 7993797, sub: michael myer, src: michael myer do the same thing in halloween
id: 7993777, sub: michael myer, src: michael myer be on mission
id: 7993786, sub: michael myer, src: michael myer be in movie
id: 7993771, sub: michael myer, src: michael myer kill people with knife
id: 7993798, sub: michael myer, src: michael myer be just bad guy
id: 7993779, sub: michael myer, src: michael myer be burnt to crisp
id: 7993796, sub: michael myer, src: michael myer be always play by stunt man
id: 8363362, sub: myer, src: myer be close in on laurie
id: 7993784, sub: michael myer, src: michael myer should have be number
id: 7993791, sub: michael myer, src: michael myer could be option
id: 7993778, sub: michael myer, src: michael myer be the main character of halloween film series
id: 7993773, sub: michael myer, src: michael myer be committed for year
id: 7993775, sub: michael myer, src: michael myer have become icon
/m/0940_x: 
id: 9857405, sub: pueblo bonito, src: pueblo bonito be the largest site in chaco canyon
id: 9857407, sub: pueblo bonito, src: pueblo bonito be the size of roman coliseum
id: 9857409, sub: pueblo bonito, src: pueblo bonito shore up wall
id: 9857406, sub: pueblo bonito, src: pueblo bonito have as many as story
id: 9857410, sub: pueblo bonito, src: pueblo bonito be offer discount rate for january
/m/09rvhjg: 
id: 2183841, sub: bonito, src: bonito be a type of fish
/m/0cw7p: 
id: 1707786, sub: authentication, src: authentication be perform through radius
id: 1707775, sub: authentication, src: authentication be also refer to as verification
id: 1707571, sub: authentication, src: authentication be still do by cas
id: 1707546, sub: authentication, src: authentication be centralize in access manager
id: 1707727, sub: authentication, src: authentication be not exact science
id: 1707774, sub: authentication, src: authentication be only way process
id: 1707713, sub: authentication, src: authentication provide an assurance of identity
id: 1707781, sub: authentication, src: authentication be sometimes problem
id: 1707589, sub: authentication, src: authentication be base on client certificate
id: 1707527, sub: authentication, src: authentication rely on isp
id: 1707805, sub: authentication, src: authentication can fail for reason
id: 1707591, sub: authentication, src: authentication be via challenge response
id: 1707581, sub: authentication, src: authentication be independent of grouping
id: 1707748, sub: authentication, src: authentication be by ip range
id: 1707565, sub: authentication, src: authentication should be set to Use password
id: 1707622, sub: authentication, src: authentication typically involve the use of password
id: 1707562, sub: authentication, src: authentication be currently by athen
id: 1707631, sub: authentication, src: authentication be required for campus user
id: 1707698, sub: authentication, src: authentication be outsourced to reliable partner
id: 1707709, sub: authentication, src: authentication can be via shibboleth
id: 1707658, sub: authentication, src: authentication be not the same thing as authorization
id: 1707599, sub: authentication, src: authentication be perform by ppp
id: 1707636, sub: authentication, src: authentication be the same as in ppp
id: 1707609, sub: authentication, src: authentication generally take week
id: 1707765, sub: authentication, src: authentication be like gate
id: 1707629, sub: authentication, src: authentication be the process of verify the identity of person
id: 1707550, sub: authentication, src: authentication be perform for device
id: 1707597, sub: authentication, src: authentication be provide by developer key
id: 1707600, sub: authentication, src: authentication be valid for finite period time
id: 1707816, sub: authentication, src: authentication might influence address assignment
id: 1707598, sub: authentication, src: authentication be possible via plugin
id: 1707768, sub: authentication, src: authentication can be accomplish through smartcard
id: 1707668, sub: authentication, src: authentication will again be provide by mysql database
id: 1707634, sub: authentication, src: authentication be closely related to cryptography
id: 1707643, sub: authentication, src: authentication be handle by oauth
id: 1707815, sub: authentication, src: authentication be available via uk access management federation
id: 1707630, sub: authentication, src: authentication be the lowest level of control
id: 1707773, sub: authentication, src: authentication be by verisign
id: 1707637, sub: authentication, src: authentication be also essential for access control
id: 1707721, sub: authentication, src: authentication be base on secret
id: 1707787, sub: authentication, src: authentication be like credit card
id: 1707739, sub: authentication, src: authentication be a key part of authorization
id: 1707577, sub: authentication, src: authentication can fail for number reason
id: 1707579, sub: authentication, src: authentication be necessary to ensure network security
id: 1707654, sub: authentication, src: authentication be a problem for electronic commerce
id: 1707806, sub: authentication, src: authentication be base on jaas
id: 1707754, sub: authentication, src: authentication be base on ip address
id: 1707759, sub: authentication, src: authentication be the verification of identity
id: 1707789, sub: authentication, src: authentication be perform use http basic authentication
id: 1707666, sub: authentication, src: authentication can be annoy at time
id: 1707737, sub: authentication, src: authentication be required for outbound email
id: 1707594, sub: authentication, src: authentication can be accomplish by various mean
id: 1707595, sub: authentication, src: authentication do not have to involve cryptography
id: 1707767, sub: authentication, src: authentication be via uk access management federation
id: 1707639, sub: authentication, src: authentication require for remote access
id: 1707738, sub: authentication, src: authentication be achieve by digital certificate
id: 1707791, sub: authentication, src: authentication be important in communication system
id: 1707549, sub: authentication, src: authentication be base on ip
id: 1707588, sub: authentication, src: authentication must be treat as high priority
id: 1707528, sub: authentication, src: authentication be very important for network service
id: 1707667, sub: authentication, src: authentication be also do for birth certificate
id: 1707706, sub: authentication, src: authentication would not be problem
id: 1707724, sub: authentication, src: authentication be do through gama
id: 1707699, sub: authentication, src: authentication be currently available via ip range
id: 1707644, sub: authentication, src: authentication encompass far more than password
id: 1707662, sub: authentication, src: authentication can also be base on trusted third party
id: 1707578, sub: authentication, src: authentication be to stop unauthorised access
id: 1707583, sub: authentication, src: authentication be handle use ldap
id: 1707539, sub: authentication, src: authentication be work fine
id: 1707659, sub: authentication, src: authentication be arrange via user id password
id: 1707532, sub: authentication, src: authentication occur before association
id: 1707602, sub: authentication, src: authentication take place out of band
id: 1707632, sub: authentication, src: authentication be base on username
id: 1707570, sub: authentication, src: authentication be do on transaction
id: 1707716, sub: authentication, src: authentication be handle through basic http authentication
id: 1707801, sub: authentication, src: authentication be describe well in chapter
id: 1707811, sub: authentication, src: authentication be require to send message
id: 1707545, sub: authentication, src: authentication be provide by ldap
id: 1707749, sub: authentication, src: authentication confirm the identity of user
id: 1707596, sub: authentication, src: authentication can also be use with slip
id: 1707733, sub: authentication, src: authentication be indeed pain
id: 1707688, sub: authentication, src: authentication verify the identity of user
id: 1707751, sub: authentication, src: authentication involve the testing of assertion
id: 1707652, sub: authentication, src: authentication be different from authorization
id: 1707710, sub: authentication, src: authentication be an important part of identity management
id: 1707555, sub: authentication, src: authentication be define in web config
id: 1707610, sub: authentication, src: authentication be only part of authentication authorization
id: 1707608, sub: authentication, src: authentication be available in distinct type
id: 1707718, sub: authentication, src: authentication be accomplish in way
id: 1707559, sub: authentication, src: authentication be now available for icecast
id: 1707702, sub: authentication, src: authentication should be set to password
id: 1707714, sub: authentication, src: authentication do not address the problem of authorization
id: 1707735, sub: authentication, src: authentication be only one piece of service security
id: 1707800, sub: authentication, src: authentication expire after hour
id: 1707541, sub: authentication, src: authentication might use openid
id: 1707540, sub: authentication, src: authentication be base on nis
id: 1707722, sub: authentication, src: authentication can be require for web access
id: 1707691, sub: authentication, src: authentication be traditionally do with username password
id: 1707679, sub: authentication, src: authentication cannot be use in transparent proxy
id: 1707757, sub: authentication, src: authentication take place in phase
id: 1707604, sub: authentication, src: authentication be orthogonal to authorization
id: 1707674, sub: authentication, src: authentication be base on ip address
id: 1707566, sub: authentication, src: authentication can be do use password authentication
id: 1707655, sub: authentication, src: authentication be closely tie with authorization
id: 1707726, sub: authentication, src: authentication be provide by ip
id: 1707683, sub: authentication, src: authentication take place via public key
id: 1707732, sub: authentication, src: authentication be require to send mail
id: 1707653, sub: authentication, src: authentication must not require user interaction
id: 1707558, sub: authentication, src: authentication can be handle way
id: 1707544, sub: authentication, src: authentication be via api key
id: 1707657, sub: authentication, src: authentication do not solve virus problem
id: 1707536, sub: authentication, src: authentication be require prior to view
id: 1707647, sub: authentication, src: authentication be support for register member
id: 1707803, sub: authentication, src: authentication be via client certificate
id: 1707720, sub: authentication, src: authentication be not silver bullet
id: 1707535, sub: authentication, src: authentication be the process of verification identity
id: 1707758, sub: authentication, src: authentication be make through ldap
id: 1707779, sub: authentication, src: authentication be handle by chilli
id: 1707807, sub: authentication, src: authentication take less than second
id: 1707704, sub: authentication, src: authentication be review in chapter
id: 1707552, sub: authentication, src: authentication establish the identity of site visitor
id: 1707587, sub: authentication, src: authentication be provide through digital certificate
id: 1707611, sub: authentication, src: authentication be also important for scheduling
id: 1707665, sub: authentication, src: authentication be not authorization
id: 1707700, sub: authentication, src: authentication will take few second
id: 1707567, sub: authentication, src: authentication happen on level
id: 1707794, sub: authentication, src: authentication be the process of verify the identity of user
id: 1707782, sub: authentication, src: authentication can be relate to user
id: 1707585, sub: authentication, src: authentication be handle through web page
id: 1707576, sub: authentication, src: authentication will be require for campus user
id: 1707633, sub: authentication, src: authentication be often perform in step
id: 1707590, sub: authentication, src: authentication be now handle via external process
id: 1707547, sub: authentication, src: authentication do not determine language
id: 1707675, sub: authentication, src: authentication be complete at login
id: 1707744, sub: authentication, src: authentication work through clientlogin
id: 1707743, sub: authentication, src: authentication can also be do via tacacs
id: 1707695, sub: authentication, src: authentication should be do use public key
id: 1707563, sub: authentication, src: authentication be often confuse with identification
id: 1707711, sub: authentication, src: authentication will take place over secure connection
id: 1707729, sub: authentication, src: authentication be a fundamental aspect of system security
id: 1707734, sub: authentication, src: authentication may be require to access content
id: 1707780, sub: authentication, src: authentication be provide use sso
id: 1707752, sub: authentication, src: authentication be via athen username password
id: 1707742, sub: authentication, src: authentication be ensure through auc
id: 1707795, sub: authentication, src: authentication be through zimbra
id: 1707663, sub: authentication, src: authentication be valid without authorization
id: 1707763, sub: authentication, src: authentication help to prevent spoofing
id: 1707736, sub: authentication, src: authentication be require to access svn repository
id: 1707607, sub: authentication, src: authentication be do use openssh
id: 1707731, sub: authentication, src: authentication be the foundation of computer network security
id: 1707584, sub: authentication, src: authentication give access to additional feature
id: 1707790, sub: authentication, src: authentication typically involve the use of credential
id: 1707627, sub: authentication, src: authentication be seldom use in isolation
id: 1707648, sub: authentication, src: authentication must also apply to contractor
id: 1707703, sub: authentication, src: authentication be not require to create tip
id: 1707707, sub: authentication, src: authentication can be accomplish through certificate authority
id: 1707592, sub: authentication, src: authentication is NOT a substitute for security
id: 1707650, sub: authentication, src: authentication should not be on workstation basis
id: 1707526, sub: authentication, src: authentication require to submit article
id: 1707690, sub: authentication, src: authentication should only be require for key application
id: 1707802, sub: authentication, src: authentication be provide by number mean
id: 1707746, sub: authentication, src: authentication be a corner stone of computer security
id: 1707682, sub: authentication, src: authentication take a variety of form
id: 1707542, sub: authentication, src: authentication be an interesting component of network security
id: 1707669, sub: authentication, src: authentication Generally follows identification
id: 1707708, sub: authentication, src: authentication be specify during configuration
id: 1707778, sub: authentication, src: authentication can be base on personal password
id: 1707635, sub: authentication, src: authentication can be perform use a variety of method
id: 1707813, sub: authentication, src: authentication be base on login password
id: 1707750, sub: authentication, src: authentication require the use of digital certificate
id: 1707670, sub: authentication, src: authentication be require before vpn connection
id: 1707586, sub: authentication, src: authentication be base on ieee
id: 1707564, sub: authentication, src: authentication consist of userid password
id: 1707678, sub: authentication, src: authentication can involve a variety of method
id: 1707725, sub: authentication, src: authentication be do base on ip address
id: 1707660, sub: authentication, src: authentication be crucial to secure communication
id: 1707676, sub: authentication, src: authentication be not show for clarity
id: 1707808, sub: authentication, src: authentication be not required for campus access
id: 1707685, sub: authentication, src: authentication be base on active directory
id: 1707582, sub: authentication, src: authentication will be more important than copyright
id: 1707575, sub: authentication, src: authentication be by athen
id: 1707618, sub: authentication, src: authentication be through sso
id: 1707769, sub: authentication, src: authentication be the process of verify the identity of subject
id: 1707626, sub: authentication, src: authentication be about verify identity
id: 1707777, sub: authentication, src: authentication be normally return in second
id: 1707766, sub: authentication, src: authentication take less than second
id: 1707793, sub: authentication, src: authentication be only available for developer
id: 1707651, sub: authentication, src: authentication be about identity
id: 1707572, sub: authentication, src: authentication be required for remote access
id: 1707551, sub: authentication, src: authentication should be provide on layer
id: 1707646, sub: authentication, src: authentication be handle at http layer
id: 1707771, sub: authentication, src: authentication fail due to system error
id: 1707804, sub: authentication, src: authentication shall precede authorisation
id: 1707606, sub: authentication, src: authentication be a common pattern in rail app
/m/05gtld: 
id: 14157638, sub: authentication, src: authentication cannot take place
id: 13190982, sub: factor authentication, src: factor authentication be good for lot thing
id: 14157653, sub: authentication, src: authentication be a significant element of mobile network
id: 13190984, sub: factor authentication, src: factor authentication provide an additional level of security
id: 14157637, sub: authentication, src: authentication be different from identity
id: 14768000, sub: factor authentication, src: factor authentication be not a panacea for security
id: 14157635, sub: authentication, src: authentication have clutter in atm size
id: 14157617, sub: authentication, src: authentication be not require to gain access to virtual machine
id: 14157633, sub: authentication, src: authentication be the bedrock of information security
id: 13190983, sub: factor authentication, src: factor authentication be a form of strong authentication
id: 13190981, sub: factor authentication, src: factor authentication provide an extra layer of protection
id: 13190986, sub: factor authentication, src: factor authentication can reduce the incidence of online identity theft
id: 14157616, sub: authentication, src: authentication be required for certificate renewal
/m/02ttk9: 
id: 13794562, sub: window authentication, src: window authentication be not available on vista home premium
id: 13794565, sub: window authentication, src: window authentication be much more secure than sql server authentication
id: 1707638, sub: authentication, src: authentication be do with kerbero
id: 1707680, sub: authentication, src: authentication be set to negotiate
id: 1707755, sub: authentication, src: authentication be via kerbero
id: 13794564, sub: window authentication, src: window authentication be not option
id: 6239827, sub: integrated window authentication, src: integrated window authentication can work with firefox
id: 13794563, sub: window authentication, src: window authentication be implement mostly in intranet scenario
id: 13794560, sub: window authentication, src: window authentication be not recommend for administrator
id: 6239826, sub: integrated window authentication, src: integrated window authentication be turn on in ie
id: 13794561, sub: window authentication, src: window authentication can be a nightmare to configure
/m/05d8sc: 
id: 1707696, sub: authentication, src: authentication be support through radius
/m/083kv: 
id: 13820771, sub: wire, src: wire come in various gauge
id: 13820883, sub: wire, src: wire bind on side
id: 13820863, sub: wire, src: wire do not block line sight
id: 13820825, sub: wire, src: wire come in different gauge
id: 13820815, sub: wire, src: wire be sometimes use as supplement
id: 13820798, sub: wire, src: wire Is A Twostory Structure Of postandbeam construction
id: 13820767, sub: wire, src: wire edge with gold
id: 13820809, sub: wire, src: wire lead in series
id: 12748334, sub: wire, src: wire need some kind of closure
id: 13820889, sub: wire, src: wire be package in coil
id: 13820854, sub: wire, src: wire be offer in brass
id: 13820880, sub: wire, src: wire be like spaghettus
id: 13820807, sub: wire, src: wire be electroplate in flat
id: 13820796, sub: wire, src: wire jam in clincher
id: 13820845, sub: wire, src: wire bind on top
id: 13820806, sub: wire, src: wire can make a difference in sound
id: 13820850, sub: wire, src: wire be make from metal
id: 13820855, sub: wire, src: wire be remove prior to shipping
id: 13820801, sub: wire, src: wire run up to foot
id: 13820804, sub: wire, src: wire speak wheel with rubber tire
id: 13820786, sub: wire, src: wire come in lot size
id: 13820918, sub: wire, src: wire be require to purchase account
id: 13820864, sub: wire, src: wire be no longer available in cel
id: 13820934, sub: wire, src: wire must be in good condition
id: 13820927, sub: wire, src: wire will be use to represent wire
id: 13820828, sub: wire, src: wire be far cheaper than labor
id: 13820857, sub: wire, src: wire apply for sec
id: 13820926, sub: wire, src: wire be down on central ave
id: 13820912, sub: wire, src: wire be generally available in copper
id: 13820818, sub: wire, src: wire be adjustable for different height
id: 13820915, sub: wire, src: wire be remove after month
id: 13820764, sub: wire, src: wire be use to for multiple purpose
id: 13820890, sub: wire, src: wire be use in make necklace
id: 13820895, sub: wire, src: wire be not just for construction work
id: 13820843, sub: wire, src: wire be offer for high temperature
id: 12748325, sub: wire, src: wire be always about subtext
id: 13820770, sub: wire, src: wire be often available in green white
id: 13820827, sub: wire, src: wire be so much more than software
id: 13820844, sub: wire, src: wire be at seaport
id: 13820891, sub: wire, src: wire be manufactured in usa
id: 13820856, sub: wire, src: wire can also be cut with see
id: 13820817, sub: wire, src: wire solder to component lead
id: 12748330, sub: wire, src: wire be kind of incredible
id: 13820900, sub: wire, src: wire wrap in gold
id: 13820867, sub: wire, src: wire can be aluminum steel
id: 13820785, sub: wire, src: wire be not available for fencing
id: 13820812, sub: wire, src: wire cover in plastic
id: 13820780, sub: wire, src: wire use to connect various piece equipment
id: 13820781, sub: wire, src: wire can also be life saver
id: 13820830, sub: wire, src: wire bind at top page
id: 13820802, sub: wire, src: wire go through hole
id: 13820784, sub: wire, src: wire Annealed wire
id: 13820811, sub: wire, src: wire come in different size
id: 13820907, sub: wire, src: wire be not substitute
id: 13820803, sub: wire, src: wire can be supply in coil form
id: 12748309, sub: wire, src: wire have come to end
id: 13820774, sub: wire, src: wire apply to lower branch
id: 13820829, sub: wire, src: wire be base in fashion street
id: 13820935, sub: wire, src: wire be better than rope
id: 13820773, sub: wire, src: wire be measure in gauge
id: 13820909, sub: wire, src: wire be chrome plate for durability
id: 12748362, sub: wire, src: wire say of po
id: 13820805, sub: wire, src: wire be better than string
id: 13820810, sub: wire, src: wire can also be use for fuel line
id: 13820923, sub: wire, src: wire use for light power
id: 13820797, sub: wire, src: wire come in coil
id: 13820820, sub: wire, src: wire should be capable of lb
id: 13820878, sub: wire, src: wire be cut to order
id: 13820922, sub: wire, src: wire can be classify by material
id: 13820776, sub: wire, src: wire may be field cut
id: 13820903, sub: wire, src: wire be engineer in flat
id: 13820795, sub: wire, src: wire come from peru
id: 13820881, sub: wire, src: wire should be copper aluminum
id: 12748366, sub: wire, src: wire should win the Nobel prize for literature
id: 13820920, sub: wire, src: wire feel through master
/m/01s4kv_: 
id: 13820849, sub: wire, src: wire be also influential on hardcore punk
id: 13820790, sub: wire, src: wire be influential on hardcore punk
id: 13820882, sub: wire, src: wire expand the boundary of rock music
id: 13820853, sub: wire, src: wire be now rock band
id: 13820929, sub: wire, src: wire be pull last week
id: 13820821, sub: wire, src: wire be also rock band
id: 13820760, sub: wire, src: wire be a serious business for mr newman
/m/01w6qn: 
id: 3240062, sub: concertina wire, src: concertina wire be very nasty stuff
id: 14794364, sub: wire, src: wire be just wire
id: 3240063, sub: concertina wire, src: concertina wire will prevent climb
id: 3240061, sub: concertina wire, src: concertina wire be not use for cattle
/m/0blzr: 
id: 1885768, sub: barbed wire, src: barbed wire have a lifespan of approximately year
id: 1885776, sub: barbed wire, src: barbed wire have no effect on line sight
id: 14163108, sub: barbed wire, src: barbed wire be not incentive
id: 1885746, sub: barbed wire, src: barbed wire be never appropriate for horse
id: 1885737, sub: barbed wire, src: barbed wire be like cage
id: 1885791, sub: barbed wire, src: barbed wire cannot stop tree
id: 1885777, sub: barbed wire, src: barbed wire can be very dangerous to person
id: 1885744, sub: barbed wire, src: barbed wire cordon off entire neighbourhood
id: 1885743, sub: barbed wire, src: barbed wire can be utilize in industry
id: 1885757, sub: barbed wire, src: barbed wire be still use today on farm ranch
id: 14163107, sub: barbed wire, src: barbed wire be invent in new hampshire
id: 1885751, sub: barbed wire, src: barbed wire be invent by cowboy
id: 1885753, sub: barbed wire, src: barbed wire set up around area
id: 1885748, sub: barbed wire, src: barbed wire remake texas
id: 1885778, sub: barbed wire, src: barbed wire be not allow in residential zone
id: 1885745, sub: barbed wire, src: barbed wire lay in row
id: 1885773, sub: barbed wire, src: barbed wire add for defensive battle
id: 14794365, sub: wire, src: wire be available for different industrial purpose
id: 1885747, sub: barbed wire, src: barbed wire have become a weapon of war
id: 1885756, sub: barbed wire, src: barbed wire be never recommend for horse
id: 1885754, sub: barbed wire, src: barbed wire get cover with hoarfrost
id: 1885755, sub: barbed wire, src: barbed wire be typically run on wooden post
id: 1885761, sub: barbed wire, src: barbed wire be invent in illinois
id: 1885764, sub: barbed wire, src: barbed wire be a weapon of war
id: 1885752, sub: barbed wire, src: barbed wire be effective for cattle horse
id: 1885749, sub: barbed wire, src: barbed wire encase in ice
id: 1885742, sub: barbed wire, src: barbed wire decrease the need for labor
id: 1885781, sub: barbed wire, src: barbed wire be suitable for cattle horse
id: 1885766, sub: barbed wire, src: barbed wire have no place in residential neighborhood
id: 1885762, sub: barbed wire, src: barbed wire be made of steel
id: 1885760, sub: barbed wire, src: barbed wire have fence west
id: 1885783, sub: barbed wire, src: barbed wire win west
id: 1885740, sub: barbed wire, src: barbed wire also cause problem
id: 1885772, sub: barbed wire, src: barbed wire be usually make of steel
id: 1885771, sub: barbed wire, src: barbed wire be very common throughout ni
id: 1885780, sub: barbed wire, src: barbed wire may be use in emergency
id: 1885769, sub: barbed wire, src: barbed wire might be more apt description
id: 1885741, sub: barbed wire, src: barbed wire be not recommend for horse fencing
id: 1885779, sub: barbed wire, src: barbed wire be also use in war
/m/03rlkt: 
id: 12486984, sub: ontario court appeal, src: ontario court appeal overturn the decision of ontario court justice
id: 12486982, sub: ontario court appeal, src: ontario court appeal have approve gay marriage
id: 12486983, sub: ontario court appeal, src: ontario court appeal be headquartered in downtown toronto
